Qty,Line Item,Manufacturer,MPN,Octopart URL,Schematic Reference,Internal Part Number,Description,Total Qty (@ Batch Size: 500),SKU,SKU,SKU,SKU,SKU,Packaging,Packaging,Packaging,Packaging,Packaging,Unit Price (@ Batch Size: 500),Unit Price (@ Batch Size: 500),Unit Price (@ Batch Size: 500),Unit Price (@ Batch Size: 500),Unit Price (@ Batch Size: 500),In Stock,In Stock,In Stock,In Stock,In Stock,MOQ,MOQ,MOQ,MOQ,MOQ,URL,URL,URL,URL,URL,Distributor [Lowest Price (Selected)],SKU [Lowest Price (Selected)],Packaging [Lowest Price (Selected)],Unit Price (@ Batch Size: 500) [Lowest Price (Selected)],Line Total [Lowest Price (Selected)],Batch Total [Lowest Price (Selected)],In Stock [Lowest Price (Selected)],MOQ [Lowest Price (Selected)],URL [Lowest Price (Selected)],Notes
2,"CGA9N3X7R2E105K230KA,",TDK,CGA9N3X7R2E105K230KA,https://octopart.com/cga9n3x7r2e105k230ka-tdk-26014991,"C53, C75",1247-029-4007-00,"CAP,CC,2220,1UF,250V,10%,X7R",1000,CGA9N3X7R2E105K230KA**MU,445-7944-2-ND,9067268,CGA9N3X7R2E105K230KA,03AC2443,,Tape & Reel,Tape & Reel,,Tape & Reel,0.6613,0.45375,0.705,0.468,0.468,385,31000,0,2135,0,1,500,500,1,500,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Fcga9n3x7r2e105k230ka%2Ftdk&country=US&ak=68b25f31&sig=0a8e69a&sid=1106&ppid=26014991&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0697933&sid=459&ppid=26014991&vpid=63978445&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0dca334&sid=2454&ppid=26014991&vpid=416920545&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DNRhsANhppD9ODf2mQl%252fgsw%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DCGA9N3X7R2E105K230KA%26utm_term%3DCGA9N3X7R2E105K230KA%26utm_content%3DTDK&country=US&ak=68b25f31&sig=050917f&sid=2401&ppid=26014991&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0d6da86&sid=2402&ppid=26014991&vpid=423922948&ct=offers,Digi-Key,445-7944-2-ND,Tape & Reel,0.45375,0.9075,453.75,31000,500,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0697933&sid=459&ppid=26014991&vpid=63978445&ct=offers,
2,"CGA3E2C0G1H080D080AA,",TDK,CGA3E2C0G1H080D080AA,https://octopart.com/cga3e2c0g1h080d080aa-tdk-26014480,"C77, C78",1247-029-4014-00,"CAP,CC,0603,8PF,50V,0.5PF,C0G",1000,CGA3E2C0G1H080D080AA**MU,445-5626-1-ND,,CGA3E2C0G1H080D080AA,80X3159,,Cut Tape,,,Cut Tape,0.0162,0.02087,,0.018,0.018,1600,94723,,23410,10990,1,1,,1,10,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Fcga3e2c0g1h080d080aa%2Ftdk&country=US&ak=68b25f31&sig=0b11f4f&sid=1106&ppid=26014480&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=066ff18&sid=459&ppid=26014480&vpid=63976863&ct=offers,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DFxQuwy19cyCBL%252fZ2hf%252finw%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DCGA3E2C0G1H080D080AA%26utm_term%3DCGA3E2C0G1H080D080AA%26utm_content%3DTDK&country=US&ak=68b25f31&sig=04d67dd&sid=2401&ppid=26014480&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0d7d1a4&sid=2402&ppid=26014480&vpid=173779760&ct=offers,Arrow,CGA3E2C0G1H080D080AA**MU,,0.0162,0.0324,16.2,1600,1,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Fcga3e2c0g1h080d080aa%2Ftdk&country=US&ak=68b25f31&sig=0b11f4f&sid=1106&ppid=26014480&ct=offers,
1,"NRS4010T4R7MDGGV,",Taiyo Yuden,NRS4010T4R7MDGGV,https://octopart.com/nrs4010t4r7mdggv-taiyo+yuden-34508858,L4,1247-030-4002-00,"IND,WW,SMT,4.7UH,20%,1.2A,168-MOHM",500,NRS4010T4R7MDGGV**MULT1,587-3567-6-ND,,NRS4010T4R7MDGGV,29X7697,Cut Tape,Custom Reel,,,,0.2828,0.24634,,0.291,0.187,5000,8342,,4960,0,1,1,,,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=05af2da&sid=1106&ppid=34508858&vpid=275665010&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0600355&sid=459&ppid=34508858&vpid=103149527&ct=offers,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=025aa14&sid=2401&ppid=34508858&vpid=107510691&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0f36550&sid=2402&ppid=34508858&vpid=120989838&ct=offers,Newark,29X7697,,0.187,0.187,93.5,0,,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0f36550&sid=2402&ppid=34508858&vpid=120989838&ct=offers,
2,"TSV324IYPT,",STMicroelectronics,TSV324IYPT,https://octopart.com/tsv324iypt-stmicroelectronics-19039378,"U15, U16",1247-028-4011-00,"IC,OP-AMP,QUAD,TSSOP14",1000,,497-10279-2-ND,,TSV324IYPT,,,Tape & Reel,,,,,,,0.304,,,0,,0,,,5000,,,,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=03d9c50&sid=459&ppid=19039378&vpid=33593030&ct=offers,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=09c5c06&sid=2401&ppid=19039378&vpid=255980375&ct=offers,,Mouser,TSV324IYPT,,0.304,0.608,304,0,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=09c5c06&sid=2401&ppid=19039378&vpid=255980375&ct=offers,
3,"TSV321RIYLT,",STMicroelectronics,TSV321RIYLT,https://octopart.com/tsv321riylt-stmicroelectronics-19039376,"U17, U18, U19",1247-028-4012-00,"IC,OP-AMP,SOT23-5",1500,TSV321RIYLT,497-10277-6-ND,,TSV321RIYLT,87T4009,,Custom Reel,,,,0.5082,0.28016,,0.272,0.227,89,1467,,3573,0,1,1,,,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0f5d5c8&sid=1106&ppid=19039376&vpid=172185690&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=05cf77a&sid=459&ppid=19039376&vpid=33960856&ct=offers,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0e42af5&sid=2401&ppid=19039376&vpid=243069396&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0f09103&sid=2402&ppid=19039376&vpid=240870912&ct=offers,Newark,87T4009,,0.227,0.681,340.5,0,,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0f09103&sid=2402&ppid=19039376&vpid=240870912&ct=offers,
1,STTH30L06GY-TR,STMicroelectronics,STTH30L06GY-TR,https://octopart.com/stth30l06gy-tr-stmicroelectronics-26451410,D20,1247-022-4005-00,"DI,GP,40A,800V,TO-263",500,STTH30L06GY-TR**MULT1,497-13540-1-ND,2078732,STTH30L06GY-TR,,Cut Tape,Cut Tape,Tape & Reel,,,2.271,2.7827,,3.03,,795,520,0,1988,,1,1,1000,,,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Fstth30l06gy-tr%2Fstmicroelectronics&country=US&ak=68b25f31&sig=08b52ce&sid=1106&ppid=26451410&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.digikey.com%2Fproduct-detail%2Fen%2FSTTH30L06GY-TR%2F497-13540-1-ND%2F3874226&country=US&ak=68b25f31&sig=06d3003&sid=459&ppid=26451410&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0f199ac&sid=2454&ppid=26451410&vpid=416913037&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=09d707f&sid=2401&ppid=26451410&vpid=241745234&ct=offers,,Arrow,STTH30L06GY-TR**MULT1,Cut Tape,2.271,2.271,1135.5,795,1,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Fstth30l06gy-tr%2Fstmicroelectronics&country=US&ak=68b25f31&sig=08b52ce&sid=1106&ppid=26451410&ct=offers,
7,"STD18NF25,",STMicroelectronics,STD18NF25,https://octopart.com/std18nf25-stmicroelectronics-12705089,"Q8, Q9, Q10, Q11, Q12, Q13, Q17",1247-024-4003-00,"TRAN,N-CH,250V,17A,TO-252",3500,STD18NF25,497-10299-2-ND,1008000,STD18NF25,,,Tape & Reel,Tape & Reel,,,0.9347,0.96674,1.02,0.879,,6,0,0,0,,1,2500,2500,1,,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Fstd18nf25%2Fstmicroelectronics&country=US&ak=68b25f31&sig=073fa94&sid=1106&ppid=12705089&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.digikey.com%2Fproduct-detail%2Fen%2FSTD18NF25%2F497-10299-2-ND%2F2195599&country=US&ak=68b25f31&sig=0d77879&sid=459&ppid=12705089&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=099369e&sid=2454&ppid=12705089&vpid=110034893&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DpW7VN3fQ%25252bU%252fruNFpOXp3Vw%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DSTD18NF25%26utm_term%3DSTD18NF25%26utm_content%3DSTMicroelectronics&country=US&ak=68b25f31&sig=0dc7334&sid=2401&ppid=12705089&ct=offers,,Mouser,STD18NF25,,0.879,6.153,3076.5,0,1,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DpW7VN3fQ%25252bU%252fruNFpOXp3Vw%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DSTD18NF25%26utm_term%3DSTD18NF25%26utm_content%3DSTMicroelectronics&country=US&ak=68b25f31&sig=0dc7334&sid=2401&ppid=12705089&ct=offers,
1,"DVIULC6-4SC6Y,",STMicroelectronics,DVIULC6-4SC6Y,https://octopart.com/dviulc6-4sc6y-stmicroelectronics-21709942,U14,1247-022-4011-00,"DI,TVS,4CH,6VR,17VC,5A-8/20US,SOT23-6",500,DVIULC6-4SC6Y**MULT1,497-12157-1-ND,7059093,DVIULC6-4SC6Y,41Y5465,Cut Tape,Cut Tape,Tape & Reel,,Tape & Reel,0.4702,0.59298,,0.652,,1910,4846,0,2153,0,1,1,3000,,3000,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0bc6e63&sid=1106&ppid=21709942&vpid=265395454&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0e5dd31&sid=459&ppid=21709942&vpid=45686088&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0c42b7e&sid=2454&ppid=21709942&vpid=416909721&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0f5af0c&sid=2401&ppid=21709942&vpid=195946607&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=090cb74&sid=2402&ppid=21709942&vpid=217104369&ct=offers,Arrow,DVIULC6-4SC6Y**MULT1,Cut Tape,0.4702,0.4702,235.1,1910,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0bc6e63&sid=1106&ppid=21709942&vpid=265395454&ct=offers,
2,"ERJ-8ENF1072V,",Panasonic,ERJ-8ENF1072V,https://octopart.com/erj-8enf1072v-panasonic-55423210,"R12, R14",1247-025-4006-00,"RES,TF,1206,1/4W,10.7K-OHM,1%",1000,ERJ-8ENF1072V**MULT1,P10.7KFCT-ND,,ERJ-8ENF1072V,85Y9587,Cut Tape,Cut Tape,,,Cut Tape,0.0076,0.00958,,0.009,0.009,44700,25259,,32938,19354,1,1,,1,10,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Ferj-8enf1072v%2Fpanasonic&country=US&ak=68b25f31&sig=09633aa&sid=1106&ppid=55423210&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=04924de&sid=459&ppid=55423210&vpid=188383460&ct=offers,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3D8%25252bG0TiN%252fgVq%25252bjrI5eAjRsQ%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DERJ-8ENF1072V%26utm_term%3DERJ-8ENF1072V%26utm_content%3DPanasonic&country=US&ak=68b25f31&sig=0e69e48&sid=2401&ppid=55423210&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0328a0b&sid=2402&ppid=55423210&vpid=423915802&ct=offers,Arrow,ERJ-8ENF1072V**MULT1,Cut Tape,0.0076,0.0152,7.6,44700,1,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Ferj-8enf1072v%2Fpanasonic&country=US&ak=68b25f31&sig=09633aa&sid=1106&ppid=55423210&ct=offers,
14,"ERJ-8ENF1002V,",Panasonic,ERJ-8ENF1002V,https://octopart.com/erj-8enf1002v-panasonic-55403703,"R16, R19, R22, R25, R28, R31, R34, R37, R40, R43, R46, R49, R98, R104",1247-025-4008-00,"RES,TF,1206,1/4W,10K-OHM,1%",7000,ERJ-8ENF1002V,P10.0KFTR-ND,3028504,ERJ-8ENF1002V,90W3548,,Tape & Reel,Tape & Reel,,Tape & Reel,0.0064,0.00687,0.05,0.006,0.004,85000,960000,270000,260120,120000,5000,5000,5000,1,5000,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Ferj-8enf1002v%2Fpanasonic&country=US&ak=68b25f31&sig=05b9efe&sid=1106&ppid=55403703&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0ea285c&sid=459&ppid=55403703&vpid=188064016&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=092856b&sid=2454&ppid=55403703&vpid=416894947&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DtQNqqtTOejJ8WW2Q5R5omg%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DERJ-8ENF1002V%26utm_term%3DERJ-8ENF1002V%26utm_content%3DPanasonic&country=US&ak=68b25f31&sig=084ad0f&sid=2401&ppid=55403703&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0e23683&sid=2402&ppid=55403703&vpid=191371895&ct=offers,Newark,90W3548,Tape & Reel,0.004,0.056,28,120000,5000,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0e23683&sid=2402&ppid=55403703&vpid=191371895&ct=offers,
2,"ERJ-8ENF1001V,",Panasonic,ERJ-8ENF1001V,https://octopart.com/erj-8enf1001v-panasonic-55423196,"R92, R96",1247-025-4043-00,"RES,TF,1206,1/4W,1K-OHM,1%",1000,ERJ-8ENF1001V**MULT1,P1.00KFCT-ND,4028504,ERJ-8ENF1001V,64R5430,Cut Tape,Cut Tape,Tape & Reel,,Cut Tape,0.0076,0.00958,,0.009,0.009,51435,23458,115000,87120,2787,1,1,5000,,1,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Ferj-8enf1001v%2Fpanasonic&country=US&ak=68b25f31&sig=060a72c&sid=1106&ppid=55423196&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0c18431&sid=459&ppid=55423196&vpid=188064011&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0efd785&sid=2454&ppid=55423196&vpid=416894946&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=092f879&sid=2401&ppid=55423196&vpid=187841299&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0947eaf&sid=2402&ppid=55423196&vpid=190852321&ct=offers,Arrow,ERJ-8ENF1001V**MULT1,Cut Tape,0.0076,0.0152,7.6,51435,1,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Ferj-8enf1001v%2Fpanasonic&country=US&ak=68b25f31&sig=060a72c&sid=1106&ppid=55423196&ct=offers,
1,"ERJ-3RQFR22V,",Panasonic,ERJ-3RQFR22V,https://octopart.com/erj-3rqfr22v-panasonic-55422208,R116,1247-025-4020-00,"RES,TF,0603,1/10W,0.22-OHM,1%",500,ERJ-3RQFR22V**MULT1,P.22AJCT-ND,9028509,ERJ-3RQFR22V,15R1425,Cut Tape,Cut Tape,Tape & Reel,,Cut Tape,0.0336,0.03432,,0.048,,7,0,0,0,0,1,1,5000,1,10000,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Ferj-3rqfr22v%2Fpanasonic&country=US&ak=68b25f31&sig=04bf230&sid=1106&ppid=55422208&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=03b9bc2&sid=459&ppid=55422208&vpid=188062436&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0b8be92&sid=2454&ppid=55422208&vpid=416894579&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3D4WZYzuGhm5oZThFNkuea0g%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DERJ-3RQFR22V%26utm_term%3DERJ-3RQFR22V%26utm_content%3DPanasonic&country=US&ak=68b25f31&sig=0cb1e17&sid=2401&ppid=55422208&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0ba32d4&sid=2402&ppid=55422208&vpid=190851844&ct=offers,Arrow,ERJ-3RQFR22V**MULT1,Cut Tape,0.0336,0.0336,16.8,7,1,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Ferj-3rqfr22v%2Fpanasonic&country=US&ak=68b25f31&sig=04bf230&sid=1106&ppid=55422208&ct=offers,
4,"ERJ-3GEY0R00V,",Panasonic,ERJ-3GEY0R00V,https://octopart.com/erj-3gey0r00v-panasonic-55389238,"R88, R89, R135, R143",1247-025-4017-00,"RES,TF,0603,1/10W,0-OHM,JUMPER",2000,ERJ-3GEY0R00V**MULT1,P0.0GCT-ND,9028511,ERJ-3GEY0R00V,12AC1136,Cut Tape,Cut Tape,Tape & Reel,,,0.0026,0.00292,,0.003,0.002,16038,5344421,1330000,2283972,0,1,1,5000,1,,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Ferj-3gey0r00v%2Fpanasonic&country=US&ak=68b25f31&sig=0e0eaf4&sid=1106&ppid=55389238&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0908af0&sid=459&ppid=55389238&vpid=188062070&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0216b2c&sid=2454&ppid=55389238&vpid=416894481&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3D66DK8nO8gJALIOqOWgiVwg%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DERJ-3GEY0R00V%26utm_term%3DERJ-3GEY0R00V%26utm_content%3DPanasonic&country=US&ak=68b25f31&sig=05a5389&sid=2401&ppid=55389238&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0d41cb0&sid=2402&ppid=55389238&vpid=423915575&ct=offers,Newark,12AC1136,,0.002,0.008,4,0,,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0d41cb0&sid=2402&ppid=55389238&vpid=423915575&ct=offers,
10,"ERJ-3EKF4751V,",Panasonic,ERJ-3EKF4751V,https://octopart.com/erj-3ekf4751v-panasonic-55421784,"R1, R52, R55, R58, R61, R64, R67, R72, R73, R109",1247-025-4001-00,"RES,TF,0603,1/10W,4.75K-OHM,1%",5000,ERJ-3EKF4751V,P4.75KHTR-ND,8028512,ERJ-3EKF4751V,97W7384,,Tape & Reel,Tape & Reel,,Tape & Reel,0.0046,0.00279,0.05,0.004,0.002,33000,465001,0,69883,30000,5000,5000,5000,,5000,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0f96b48&sid=1106&ppid=55421784&vpid=196780163&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=07e45ff&sid=459&ppid=55421784&vpid=188061656&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0f3b268&sid=2454&ppid=55421784&vpid=416894357&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=05e5d50&sid=2401&ppid=55421784&vpid=187840024&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=04f8618&sid=2402&ppid=55421784&vpid=191370573&ct=offers,Newark,97W7384,Tape & Reel,0.002,0.02,10,30000,5000,https://octopart.com/click/track?country=US&ak=68b25f31&sig=04f8618&sid=2402&ppid=55421784&vpid=191370573&ct=offers,
9,"ERJ-3EKF2742V,",Panasonic,ERJ-3EKF2742V,https://octopart.com/erj-3ekf2742v-panasonic-55421654,"R53, R56, R59, R62, R65, R68, R101, R102, R115",1247-025-4011-00,"RES,TF,0603,1/10W,27.4K-OHM,1%",4500,ERJ-3EKF2742V**MULT1,P27.4KHCT-ND,8058854,ERJ-3EKF2742V,65T8406,Cut Tape,Cut Tape,Tape & Reel,,Cut Tape,0.002,0.00338,,0.004,0.003,988,31964,60000,59235,1244,1,1,5000,,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0e28d25&sid=1106&ppid=55421654&vpid=119745461&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=04fb65f&sid=459&ppid=55421654&vpid=188061096&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=07ab74c&sid=2454&ppid=55421654&vpid=416895339&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=076c5fc&sid=2401&ppid=55421654&vpid=191975961&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0f36992&sid=2402&ppid=55421654&vpid=190851582&ct=offers,Arrow,ERJ-3EKF2742V**MULT1,Cut Tape,0.002,0.018,9,988,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0e28d25&sid=1106&ppid=55421654&vpid=119745461&ct=offers,
