Qty,Line Item,Manufacturer,MPN,Octopart URL,Schematic Reference,Internal Part Number,Description,Total Qty (@ Batch Size: 500),SKU,SKU,SKU,SKU,SKU,Packaging,Packaging,Packaging,Packaging,Packaging,Unit Price (@ Batch Size: 500),Unit Price (@ Batch Size: 500),Unit Price (@ Batch Size: 500),Unit Price (@ Batch Size: 500),Unit Price (@ Batch Size: 500),In Stock,In Stock,In Stock,In Stock,In Stock,MOQ,MOQ,MOQ,MOQ,MOQ,URL,URL,URL,URL,URL,Distributor [Lowest Price (Selected)],SKU [Lowest Price (Selected)],Packaging [Lowest Price (Selected)],Unit Price (@ Batch Size: 500) [Lowest Price (Selected)],Line Total [Lowest Price (Selected)],Batch Total [Lowest Price (Selected)],In Stock [Lowest Price (Selected)],MOQ [Lowest Price (Selected)],URL [Lowest Price (Selected)],Notes
2,"15-91-2100,",Molex,15-91-2100,https://octopart.com/15-91-2100-molex-276803,"P5, P6",1247-012-4002-00,"CONN,PCB,SMT,VERT,2-ROW,5-PIN,0.100?,TIN",1000,,,,15-91-2100,06H1106,,,,,,,,,0.418,0.442,,,,6038,256,,,,1,1,,,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3Djcz9%25252beLWjljcwGeD8me%25252bQQ%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3D15-91-2100%26utm_term%3D15-91-2100%26utm_content%3DMolex&country=US&ak=68b25f31&sig=0cc49dd&sid=2401&ppid=276803&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0bb98e9&sid=2402&ppid=276803&vpid=2890076&ct=offers,Mouser,15-91-2100,,0.418,0.836,418,6038,1,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3Djcz9%25252beLWjljcwGeD8me%25252bQQ%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3D15-91-2100%26utm_term%3D15-91-2100%26utm_content%3DMolex&country=US&ak=68b25f31&sig=0cc49dd&sid=2401&ppid=276803&ct=offers,
1,"MCP7940N-E/SN,",Microchip,MCP7940N-E/SN,https://octopart.com/mcp7940n-e%2Fsn-microchip-24995176,U3,1247-028-4002-00,"IC,RTC,CLK/CALENDAR,I2C,SOIC-8",500,MCP7940N-E/SN,MCP7940N-E/SN-ND,,MCP7940N-E/SN,48W6556,,Tube,,,,0.7259,0.735,,0.7,0.7,371,274,,578,0,1,1,,,100,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0564759&sid=1106&ppid=24995176&vpid=63884981&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0265ed7&sid=459&ppid=24995176&vpid=65032965&ct=offers,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=02b7269&sid=2401&ppid=24995176&vpid=113437823&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0d7b305&sid=2402&ppid=24995176&vpid=96334673&ct=offers,Mouser,MCP7940N-E/SN,,0.7,0.7,350,578,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=02b7269&sid=2401&ppid=24995176&vpid=113437823&ct=offers,
1,"ATTINY25-15SZ,",Microchip,ATTINY25-15SZ,https://octopart.com/attiny25-15sz-microchip-77762076,U9,1247-028-4008-00,"IC,MCU,8BIT,2KB-FLASH,SOIC-8",500,ATTINY25-15SZ,ATTINY25-15SZCT-ND,,ATTINY25-15SZ,68T3593,,Cut Tape,,,Cut Tape,2.711,1.84,,2.51,,2,2678,,11,0,1,1,,,2000,https://octopart.com/click/track?country=US&ak=68b25f31&sig=063a9fa&sid=1106&ppid=77762076&vpid=413628624&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=053046c&sid=459&ppid=77762076&vpid=408719947&ct=offers,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0bc6c9f&sid=2401&ppid=77762076&vpid=408979415&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=08faea7&sid=2402&ppid=77762076&vpid=410224459&ct=offers,Digi-Key,ATTINY25-15SZCT-ND,Cut Tape,1.84,1.84,920,2678,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=053046c&sid=459&ppid=77762076&vpid=408719947&ct=offers,
1,"AT32UC3C1512C-AZR,",Microchip,AT32UC3C1512C-AZR,https://octopart.com/at32uc3c1512c-azr-microchip-77758453,U6,1247-028-4005-00,"IC,MCU,32BIT,512KB-FLASH,TQFP-100",500,,AT32UC3C1512C-AZRCT-ND,,,,,Cut Tape,,,,,10.67,,,,,39,,,,,1,,,,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0a63dd8&sid=459&ppid=77758453&vpid=408714193&ct=offers,,,,Digi-Key,AT32UC3C1512C-AZRCT-ND,Cut Tape,10.67,10.67,5335,39,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0a63dd8&sid=459&ppid=77758453&vpid=408714193&ct=offers,
2,SMDJ75CA,Littelfuse,SMDJ75CA,https://octopart.com/smdj75ca-littelfuse-12579261,"D18, D24",1247-022-4018-00,"DI,TVS,75VR,121VC,3000W-10/1000US,SMC",1000,SMDJ75CA,SMDJ75CACT-ND,1011360,SMDJ75CA,32M3721,,Cut Tape,Tape & Reel,,Tape & Reel,1.317,0.8602,,0.758,,23,820,0,3079,0,1,1,3000,,3000,https://octopart.com/click/track?country=US&ak=68b25f31&sig=064d2c9&sid=1106&ppid=12579261&vpid=21289039&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=000c2d4&sid=459&ppid=12579261&vpid=34085174&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0bbe365&sid=2454&ppid=12579261&vpid=109825119&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0ec30e0&sid=2401&ppid=12579261&vpid=37822100&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=03d3982&sid=2402&ppid=12579261&vpid=22416029&ct=offers,Mouser,SMDJ75CA,,0.758,1.516,758,3079,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0ec30e0&sid=2401&ppid=12579261&vpid=37822100&ct=offers,
3,"SMD185F-2,",Littelfuse,SMD185F-2,https://octopart.com/smd185f-2-littelfuse-74215960,"PTC1, PTC2, PTC3",1247-017-4001-00,"FUSE,PTC,SMT,RST,1.85A,33V",1500,SMD185F-2**MULT1,SMD185F-2TR-ND,,SMD185F-2,99H2402,Cut Tape,Tape & Reel,,,Tape & Reel,0.2929,0.2726,,0.285,0.222,4000,30000,,25816,7500,1,1500,,1,1500,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Fsmd185f-2%2Flittelfuse&country=US&ak=68b25f31&sig=0547424&sid=1106&ppid=74215960&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0d81520&sid=459&ppid=74215960&vpid=262945666&ct=offers,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3D7qBJw%252fQCp89Yw9qoFz71fA%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DSMD185F-2%26utm_term%3DSMD185F-2%26utm_content%3DLittelfuse&country=US&ak=68b25f31&sig=0953337&sid=2401&ppid=74215960&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=085872b&sid=2402&ppid=74215960&vpid=273958516&ct=offers,Newark,99H2402,Tape & Reel,0.222,0.666,333,7500,1500,https://octopart.com/click/track?country=US&ak=68b25f31&sig=085872b&sid=2402&ppid=74215960&vpid=273958516&ct=offers,
1,SMCJ30CA,Littelfuse,SMCJ30CA,https://octopart.com/smcj30ca-littelfuse-351649,D19,1247-022-4019-00,"DI,TVS,30VR,48.4VC,1500W-10/1000US,SMC",500,SMCJ30CA**MULT1,SMCJ30CALFCT-ND,9801481,SMCJ30CA,71J2187,Cut Tape,Cut Tape,Cut Tape,,Cut Tape,0.2508,0.32308,0.305,0.382,0.336,2870,4711,1070,2250,309,1,1,1,,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0bd9a7b&sid=1106&ppid=351649&vpid=307615364&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=087d4c5&sid=459&ppid=351649&vpid=1358706&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=03be1f0&sid=2454&ppid=351649&vpid=109824858&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=019e99c&sid=2401&ppid=351649&vpid=37793844&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0000580&sid=2402&ppid=351649&vpid=3263985&ct=offers,Arrow,SMCJ30CA**MULT1,Cut Tape,0.2508,0.2508,125.4,2870,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0bd9a7b&sid=1106&ppid=351649&vpid=307615364&ct=offers,
2,"SM24CANA-02HTG,",Littelfuse,SM24CANA-02HTG,https://octopart.com/sm24cana-02htg-littelfuse-47151641,"D22, D27",1247-022-4007-00,"DI,TVS,24VR,50VC,200W-8/20US,SOT23",1000,SM24CANA-02HTG**MULT1,F6449CT-ND,9060458,SM24CANA-02HTG,18AC7726,Cut Tape,Cut Tape,Tape & Reel,,Cut Tape,0.1584,0.16783,,0.144,0.13,156,3195,6000,19183,2865,1,1,3000,1,1,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Fsm24cana-02htg%2Flittelfuse&country=US&ak=68b25f31&sig=0fb47dd&sid=1106&ppid=47151641&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=005ca0f&sid=459&ppid=47151641&vpid=169779157&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=000f05f&sid=2454&ppid=47151641&vpid=416863493&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DG0uBbFPHMunCWkiomAj1kg%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DSM24CANA-02HTG%26utm_term%3DSM24CANA-02HTG%26utm_content%3DLittelfuse&country=US&ak=68b25f31&sig=0755258&sid=2401&ppid=47151641&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0a70038&sid=2402&ppid=47151641&vpid=439343030&ct=offers,Newark,18AC7726,Cut Tape,0.13,0.26,130,2865,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0a70038&sid=2402&ppid=47151641&vpid=439343030&ct=offers,
1,"SM05-02HTG,",Littelfuse,SM05-02HTG,https://octopart.com/sm05-02htg-littelfuse-33330428,D30,1247-022-4010-00,"DI,TVS,DUAL,5VR,13VC,400W-8/20US,SOT-23",500,SM05-02HTG**MULT1,F6346CT-ND,,SM05-02HTG,18AC7723,Cut Tape,Cut Tape,,,Cut Tape,0.241,0.27192,,0.273,0.196,3175,513,,19100,0,1,1,,1,1,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Fsm05-02htg%2Flittelfuse&country=US&ak=68b25f31&sig=08e48cc&sid=1106&ppid=33330428&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0bbd989&sid=459&ppid=33330428&vpid=120607173&ct=offers,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DKpdAywxU011FfH2EbcBI9g%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DSM05-02HTG%26utm_term%3DSM05-02HTG%26utm_content%3DLittelfuse&country=US&ak=68b25f31&sig=07d9be9&sid=2401&ppid=33330428&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0545114&sid=2402&ppid=33330428&vpid=439343027&ct=offers,Newark,18AC7723,Cut Tape,0.196,0.196,98,0,1,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0545114&sid=2402&ppid=33330428&vpid=439343027&ct=offers,
1,"LTST-C191KSKT,",Lite-On,LTST-C191KSKT,https://octopart.com/ltst-c191kskt-lite-on-549909,LED2,1247-020-4002-00,"LED,SMT,VERT,0603,YEL,20MA,2.1V,CLR",500,LTST-C191KSKT**MULT1,160-1448-1-ND,7791718,LTST-C191KSKT,,Cut Tape,Cut Tape,Cut Tape,,,0.0619,0.07096,0.0327,0.077,,3045,415159,40,19788,,1,1,1,1,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=05eb81d&sid=1106&ppid=549909&vpid=44881583&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=03d0c85&sid=459&ppid=549909&vpid=1854041&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=028ac53&sid=2454&ppid=549909&vpid=109817250&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3D%25252bOwCA7JpThkCRw1w23EPng%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DLTST-C191KSKT%26utm_term%3DLTST-C191KSKT%26utm_content%3DLite-On&country=US&ak=68b25f31&sig=000be6f&sid=2401&ppid=549909&ct=offers,,Future Electronics,7791718,Cut Tape,0.0327,0.0327,16.35,40,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=028ac53&sid=2454&ppid=549909&vpid=109817250&ct=offers,
1,"TYS6045680M-10,",Laird,TYS6045680M-10,https://octopart.com/tys6045680m-10-laird-45548334,L3,1247-030-4001-00,"IND,WW,SMT,68UH,20%,1A,289-MOHM",500,,240-2747-1-ND,,TYS6045680M-10,,,Cut Tape,,,,,0.28964,,0.259,,,83150,,0,,,1,,1,,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=097cdcd&sid=459&ppid=45548334&vpid=120327251&ct=offers,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DcCJXSq33DMF61NoGFZ7AXw%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DTYS6045680M-10%26utm_term%3DTYS6045680M-10%26utm_content%3DLaird+Technologies&country=US&ak=68b25f31&sig=0a0920e&sid=2401&ppid=45548334&ct=offers,,Mouser,TYS6045680M-10,,0.259,0.259,129.5,0,1,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DcCJXSq33DMF61NoGFZ7AXw%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DTYS6045680M-10%26utm_term%3DTYS6045680M-10%26utm_content%3DLaird+Technologies&country=US&ak=68b25f31&sig=0a0920e&sid=2401&ppid=45548334&ct=offers,
1,DLA40IM800PC,IXYS,DLA40IM800PC,https://octopart.com/dla40im800pc-ixys-30494129,,,,500,,DLA40IM800PC-ND,,DLA40IM800PC,,,Tape & Reel,,,,,,,1.04,,,0,,726,,,800,,1,,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.digikey.com%2Fproduct-detail%2Fen%2FDLA40IM800PC%2FDLA40IM800PC-ND%2F4321560&country=US&ak=68b25f31&sig=0040634&sid=459&ppid=30494129&ct=offers,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DINK05T%252fwFA0ImpcNbHmlrA%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DDLA40IM800PC%26utm_term%3DDLA40IM800PC%26utm_content%3DIXYS&country=US&ak=68b25f31&sig=06b7a8e&sid=2401&ppid=30494129&ct=offers,,Mouser,DLA40IM800PC,,1.04,1.04,520,726,1,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DINK05T%252fwFA0ImpcNbHmlrA%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DDLA40IM800PC%26utm_term%3DDLA40IM800PC%26utm_content%3DIXYS&country=US&ak=68b25f31&sig=06b7a8e&sid=2401&ppid=30494129&ct=offers,
1,DLA40IM800PC,IXYS,DLA40IM800PC,https://octopart.com/dla40im800pc-ixys-30494129,,,,500,,DLA40IM800PC-ND,,DLA40IM800PC,,,Tape & Reel,,,,,,,1.04,,,0,,726,,,800,,1,,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.digikey.com%2Fproduct-detail%2Fen%2FDLA40IM800PC%2FDLA40IM800PC-ND%2F4321560&country=US&ak=68b25f31&sig=0040634&sid=459&ppid=30494129&ct=offers,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DINK05T%252fwFA0ImpcNbHmlrA%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DDLA40IM800PC%26utm_term%3DDLA40IM800PC%26utm_content%3DIXYS&country=US&ak=68b25f31&sig=06b7a8e&sid=2401&ppid=30494129&ct=offers,,Mouser,DLA40IM800PC,,1.04,1.04,520,726,1,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DINK05T%252fwFA0ImpcNbHmlrA%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DDLA40IM800PC%26utm_term%3DDLA40IM800PC%26utm_content%3DIXYS&country=US&ak=68b25f31&sig=06b7a8e&sid=2401&ppid=30494129&ct=offers,
1,"DM3AT-SF-PEJM5,",Hirose,DM3AT-SF-PEJM5,https://octopart.com/dm3at-sf-pejm5-hirose-19676590,J1,1247-012-4001-00,"CONN,PCB,SMT,HOLDER,MICROSD",500,,HR1964CT-ND,4005916,DM3AT-SF-PEJM5,68X2633,,Cut Tape,Cut Tape,,Cut Tape,,1.8139,1.21,2.04,1.78,,22573,2484,16698,1938,,1,1,,1,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0f53880&sid=459&ppid=19676590&vpid=36151875&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=00a4a94&sid=2454&ppid=19676590&vpid=109761108&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0d4b661&sid=2401&ppid=19676590&vpid=39222150&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0602e8f&sid=2402&ppid=19676590&vpid=172720377&ct=offers,Future Electronics,4005916,Cut Tape,1.21,1.21,605,2484,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=00a4a94&sid=2454&ppid=19676590&vpid=109761108&ct=offers,
1,"ECS-160-18-33Q-DS,",ECS International,ECS-160-18-33Q-DS,https://octopart.com/ecs-160-18-33q-ds-ecs+international-29290564,X2,1247-034-4002-00,"XTAL,SMT,16MHZ,18PF,2.5X3.2MM",500,ECS-160-18-33Q-DS,XC1991CT-ND,9054095,ECS-160-18-33Q-DS,,,Cut Tape,Tape & Reel,,,0.7012,0.7524,,0.684,,280,11312,0,882,,1,1,1000,1,,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Fecs-160-18-33q-ds%2Fecs-international&country=US&ak=68b25f31&sig=09fe192&sid=1106&ppid=29290564&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=041789e&sid=459&ppid=29290564&vpid=77173139&ct=offers,https://octopart.com/click/track?c=1&country=US&ak=68b25f31&sig=0b229e6&sid=2454&ppid=29290564&vpid=416823609&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DaG%25252b9dtamCDcXPrjsejumvQ%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DECS-160-18-33Q-DS%26utm_term%3DECS-160-18-33Q-DS%26utm_content%3DECS&country=US&ak=68b25f31&sig=03b03f6&sid=2401&ppid=29290564&ct=offers,,Mouser,ECS-160-18-33Q-DS,,0.684,0.684,342,882,1,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DaG%25252b9dtamCDcXPrjsejumvQ%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DECS-160-18-33Q-DS%26utm_term%3DECS-160-18-33Q-DS%26utm_content%3DECS&country=US&ak=68b25f31&sig=03b03f6&sid=2401&ppid=29290564&ct=offers,
5,"MMBTA56-7-F,",Diodes Inc.,MMBTA56-7-F,https://octopart.com/mmbta56-7-f-diodes+inc.-358025,"Q3, Q6, Q14, Q15, Q16",1247-027-4001-00,"TRAN,PNP,80V,0.5A,SOT23",2500,MMBTA56-7-F**MULT1,MMBTA56-FDICT-ND,4435848,MMBTA56-7-F,,Cut Tape,Cut Tape,Tape & Reel,,,0.039,0.04623,,0.043,,2637,12000,297000,8900,,1,1,3000,,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=02a4f74&sid=1106&ppid=358025&vpid=21087679&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=085b633&sid=459&ppid=358025&vpid=1840791&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0508d91&sid=2454&ppid=358025&vpid=19648726&ct=offers,https://octopart.com/click/track?country=US&ak=68b25f31&sig=087c5a3&sid=2401&ppid=358025&vpid=37802332&ct=offers,,Arrow,MMBTA56-7-F**MULT1,Cut Tape,0.039,0.195,97.5,2637,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=02a4f74&sid=1106&ppid=358025&vpid=21087679&ct=offers,
7,"ACGRAT103-HF,",Comchip,ACGRAT103-HF,https://octopart.com/acgrat103-hf-comchip-50982407,"D5, D8, D9, D10, D11, D12, D29",1247-022-4017-00,"DI,GP,1A,600V,2010",3500,,641-1628-2-ND,,,,,Tape & Reel,,,,,0.09828,,,,,0,,,,,3000,,,,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.digikey.com%2Fproduct-detail%2Fen%2FACGRAT103-HF%2F641-1628-2-ND%2F5013702&country=US&ak=68b25f31&sig=02eb31c&sid=459&ppid=50982407&ct=offers,,,,Digi-Key,641-1628-2-ND,Tape & Reel,0.09828,0.68796,343.98,0,3000,https://octopart.com/click/track?url=http%3A%2F%2Fwww.digikey.com%2Fproduct-detail%2Fen%2FACGRAT103-HF%2F641-1628-2-ND%2F5013702&country=US&ak=68b25f31&sig=02eb31c&sid=459&ppid=50982407&ct=offers,
12,"ACDST-2004S-HF,",Comchip,ACDST-2004S-HF,https://octopart.com/acdst-2004s-hf-comchip-50982397,"D2, D3, D6, D7, D13, D14, D15, D16, D17, D25, D26, D31",1247-022-4002-00,"DI,DUAL,GP,225MA,300V,SOT23",6000,ACDST-2004S-HF,641-1618-2-ND,,ACDST-2004S-HF,,,Tape & Reel,,,,0.0684,0.07844,,0.075,,3000,3000,,3450,,3000,3000,,1,,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Facdst-2004s-hf%2Fcomchip-technology&country=US&ak=68b25f31&sig=0f094c8&sid=1106&ppid=50982397&ct=offers,https://octopart.com/click/track?url=http%3A%2F%2Fwww.digikey.com%2Fproduct-detail%2Fen%2FACDST-2004S-HF%2F641-1618-2-ND%2F5013692&country=US&ak=68b25f31&sig=07ccab0&sid=459&ppid=50982397&ct=offers,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.mouser.com%2FSearch%2FProductDetail.aspx%3Fqs%3DvdiGlTBG6Jvgs27uR4%252fFaw%253d%253d%26utm_source%3Doctopart%26utm_medium%3Daggregator%26utm_campaign%3DACDST-2004S-HF%26utm_term%3DACDST-2004S-HF%26utm_content%3DComchip+Technology&country=US&ak=68b25f31&sig=0268d22&sid=2401&ppid=50982397&ct=offers,,Arrow,ACDST-2004S-HF,,0.0684,0.8208,410.4,3000,3000,https://octopart.com/click/track?url=https%3A%2F%2Fwww.arrow.com%2Fen%2Fproducts%2Facdst-2004s-hf%2Fcomchip-technology&country=US&ak=68b25f31&sig=0f094c8&sid=1106&ppid=50982397&ct=offers,
1,"ST3215SB32768C0HSZA1,",AVX,ST3215SB32768C0HSZA1,https://octopart.com/st3215sb32768c0hsza1-avx-55510011,X1,1247-034-4001-00,"XTAL,SMT,32.768KHZ,7PF,1.5X3.2MM",500,,1253-1403-1-ND,,ST3215SB32768C0HSZA1,,,Cut Tape,,,,,0.594,,0.6,,,572,,4067,,,1,,,,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=02a7746&sid=459&ppid=55510011&vpid=193812304&ct=offers,,https://octopart.com/click/track?country=US&ak=68b25f31&sig=0b967c6&sid=2401&ppid=55510011&vpid=187734151&ct=offers,,Digi-Key,1253-1403-1-ND,Cut Tape,0.594,0.594,297,572,1,https://octopart.com/click/track?country=US&ak=68b25f31&sig=02a7746&sid=459&ppid=55510011&vpid=193812304&ct=offers,
2,"06031A300J4T2A,",AVX,06031A300J4T2A,https://octopart.com/06031a300j4t2a-avx-22263081,"C64, C65",1247-029-4013-00,"CAP,CC,0603,30PF,100V,5%,C0G",1000,,478-9368-1-ND,,,,,Cut Tape,,,,,0.03833,,,,,6975,,,,,1,,,,,https://octopart.com/click/track?url=http%3A%2F%2Fwww.digikey.com%2Fproduct-detail%2Fen%2F06031A300J4T2A%2F478-9368-1-ND%2F4901441&country=US&ak=68b25f31&sig=016f2db&sid=459&ppid=22263081&ct=offers,,,,Digi-Key,478-9368-1-ND,Cut Tape,0.03833,0.07666,38.33,6975,1,https://octopart.com/click/track?url=http%3A%2F%2Fwww.digikey.com%2Fproduct-detail%2Fen%2F06031A300J4T2A%2F478-9368-1-ND%2F4901441&country=US&ak=68b25f31&sig=016f2db&sid=459&ppid=22263081&ct=offers,
